IncidentNum,DateTime,Lat,Lon,Address,IncidentType,ActionTaken,Remarks
2022000005594,05/26/2022 17:45,42.5062047,-71.2872817,"6 Radcliffe Cir, Bedford, MA 01730, USA",Assist Other Police Department,Spoken To, Received a call from Stoneham PD requesting notification be made to the resident at 6 Radcliffe Circle. Stoneham  PD reported they were off at the residents fathers house in their town and they were looking for information from the  family member. Car 5 Brooks dispatched. Officer Brooks reported the son had already spoken with Stoneham PD  and was on the way to his fathers house. 
2022000005595,05/26/2022 18:14,42.485583,-71.2606004,"340 Great Rd #117, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Received a 911 call from the Bedford Plaza Hotel, 340 The Great Road, Apt 117. Caller reports he was attempting to  dial out. Car9 Lavine dispatched. Officer Lavine spoke to the caller and confirmed accidental. "
2022000005596,05/26/2022 18:21,42.4871376,-71.2633216,"308 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, 229RW1 
2022000005597,05/26/2022 18:33,42.4869028,-71.2622709,"314 Great Rd, Bedford, MA 01730, USA",MV Stop,Citation Issued, 89C290 
2022000005598,05/26/2022 19:17,42.4851486,-71.2601131,"346 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, 2AFR42 
2022000005599,05/26/2022 19:35,42.5027767,-71.2737209,"200 Springs Rd #78f, Bedford, MA 01730, USA",Ambulance,No Action," Received a 911 call from a patient in the psychiatric floor of Building 78 at the VA Hospital, 200 Springs Road  requesting an ambulance for a unusual medical problem. Spoke to VAPD as well as nursing staff in 78F and they  reported that this individual suffers from severe mental health problems and cant be transported out of this locked  floor. Nursing staff advised that there is no medical emergency. VAPD were notified and the FD was advised. No  dispatch and no EMS. "
2022000005600,05/26/2022 19:49,42.4913232,-71.2853793,"9 Mudge Way, Bedford, MA 01730, USA",Directed Patrol,Checked Area," Car5 Brooks reports a check of the Bedford High School, 9 Mudge Way. All in order. "
2022000005601,05/26/2022 20:00,42.4802224,-71.2855881,"22 Independence Rd, Bedford, MA 01730, USA",Animal Call,Assisting Party, Received a call from the resident at 22 Independence Road reporting a sick looking opossum in her back yards. RP  states that the opossum is having a difficult time walking and keeping its balance. Car9 Lavine dispatched. Officer  Lavine reports the resident is going to contact the rescue league in the morning. 
2022000005602,05/26/2022 20:43,42.4921371,-71.2803216,"55 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, 5ZM882 
2022000005603,05/26/2022 21:16,42.4890462,-71.2725406,"199 Great Rd, Bedford, MA 01730, USA",Disturbance,Checked Area," Received a call from both a customer and the manager at CVS Pharmacy, 199 The Great Road reporting large  groups of students are coming into CVS with the scavenger hunt and causing a disturbance. Car11 Brickey and Car5  Brooks dispatched. Officers report the students are coming in waves. Officers checked the area of surroundings  plazas. "
2022000005604,05/26/2022 21:36,42.493466,-71.283036,"12 Great Rd, Bedford, MA 01730, USA",Service Call,Checked Area, Received a call from resident at 12 The Great Road reporting a large group of students rang her door bell and took  off through her yard. The caller reports the students took off in a white pick up. Car9 Lavine dispatched. Officer  Lavine checked the area with negative results. 
2022000005605,05/26/2022 21:54,42.5082341,-71.3145743,"400 Carlisle Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005606,05/26/2022 21:58,42.501187,-71.2446617,"140 Old Burlington Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005607,05/26/2022 21:59,42.4876581,-71.2749244,"47 Loomis St, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005608,05/26/2022 21:59,42.4890462,-71.2725406,"199 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005609,05/26/2022 22:00,42.4941076,-71.2624797,"85 Page Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005610,05/26/2022 22:03,42.5093265,-71.2641967,"3 Lantern Ln, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005611,05/26/2022 22:05,42.484813,-71.2598811,"358 Great Rd, Bedford, MA 01730, USA",Park and Walk,Checked Area, No dispatcher remarks listed. 
2022000005612,05/26/2022 22:06,42.5198104,-71.2698805,"591 Springs Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005613,05/26/2022 22:06,42.5093095,-71.2751709,"210 Springs Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005614,05/26/2022 22:09,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005615,05/26/2022 22:10,42.4949411,-71.2415511,"26 Overlook Dr, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005616,05/26/2022 22:11,42.4883934,-71.2689036,"Great Rd & Orchard Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, 2DFF57 
2022000005617,05/26/2022 22:14,42.489782,-71.248396,"16 Page Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005618,05/26/2022 22:17,42.4913232,-71.2853793,"9 Mudge Way, Bedford, MA 01730, USA",Field Observation,For Log Only," Car9 Lavine called off at the Bedford High School, 9 Mudge Way near the basket ball courts. Officer Lavine requests  another car. Car5 Brooks and Car11 Brickey dispatched. Officer Lavine reports all the students have been picked up  by their parents. "
2022000005619,05/26/2022 23:26,42.4928408,-71.2827344,"2 Mudge Way, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC," Alarms sounding in the computer room of the dispatch trailer, unknown cause. Engine4 and Ladder1 responding.  Car4 Weisenborn was advised and responded. Lexington 911 notified for any incoming 911 calls. FD investigated the  activated detectors and found no apparent cause for the alarm. Zero readings for CO. FD advised the detectors need  to be changed. "
2022000005620,05/27/2022 00:10,42.4945093,-71.2861449,"30 North Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005621,05/27/2022 00:12,42.501187,-71.2446617,"140 Old Burlington Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005622,05/27/2022 00:26,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005623,05/27/2022 00:37,42.4725262,-71.2756824,"400 South Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005624,05/27/2022 01:03,42.4913232,-71.2853793,"9 Mudge Way, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005625,05/27/2022 03:00,42.4919888,-71.2786743,"94 Great Rd, Bedford, MA 01730, USA",Alarm Commercial,Checked/Secured," Received a call from Santander Bank Security Center reporting a commercial alarm at Santander Bank, 94 The  Great Road. Zone coming in as first floor ATM motion. Car11 Busa and Car2 Reid dispatched. Officers report the  building is locked and secure. All in order. "
2022000005626,05/27/2022 03:40,42.5071189,-71.256157,"26 Mitchell Grant Way, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC," Received a call from Mytrex Medical Alarm requesting a life assist at 26 Mitchell Grant Way, no injuries. 911 call from  the residence confirming no injuries. Medic1 and Car11 Busa dispatched. FD reports the resident was assisted,  obtained a signed refusal. No EMS. "
2022000005627,05/27/2022 06:00,42.4840636,-71.2595907,"Pine St & Great Rd, Bedford, MA 01730, USA",Wires Down,Fire Incident - Closed FC," Received a 911 call from a guest at the Bedford Plaza Hotel, 340 The Great Road reporting there appears to be a  wire down at The Great Road and Pine Street, no arcing or sparking. Ladder1 and Car11 Busa dispatched. Ladder1  reports the only thing that was found was a large loop of communications wire that has been tied up to pole# 1/15.  Verizon notified. "
2022000005628,05/27/2022 06:55,42.4894973,-71.2655656,"17 Brooksbie Rd, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC," Received a call reporting a central station fire alarm activation for 17 Brooksbie Road. Car2-Maloney, Eng-4, Lad-1  and Medic-1 dispatched. Transmitted box 531. FD reports no fire problem was found, homeowner to handle. "
2022000005629,05/27/2022 07:46,42.4849554,-71.2662315,"4 Alfred Cir, Bedford, MA 01730, USA",MV Erratic Operator,Spoken To, Received a call from a male party reporting his Uber driver is possibly intoxicated and was driving in an erratic  manner. He dropped him off at his work at 4 Alfred Circle. Car2-Maloney and Car9-Lavine dispatched. The officer  spoke with both parties. All is in order. See Ofc. Maloney's report. 
2022000005630,05/27/2022 08:01,42.4913232,-71.2853793,"9 Mudge Way, Bedford, MA 01730, USA",Directed Patrol,Observed, Car3-Hunt conducted a directed patrol of BHS. 
2022000005631,05/27/2022 08:27,42.4906994,-71.2744937,"152 Great Rd, Bedford, MA 01730, USA",Alarm Commercial,Spoken To," Received a call reporting an alarm activation at Red Heat Tavern, 152 The Great Road. Car2-Maloney and  Car9-Lavine dispatched. Car4-Sgt. Abajian was in the area and responded. The officers spoke with a delivery person  who set off the alarm. "
2022000005632,05/27/2022 08:41,42.5160996,-71.2809177,"66 Sweetwater Ave, Bedford, MA 01730, USA",Directed Patrol,Observed, Car3-Hunt conducted a directed patrol at the Job Lane School. 
2022000005633,05/27/2022 08:46,42.5030401,-71.2798343,"83 Pine Hill Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2022000005634,05/27/2022 09:12,42.485404,-71.3098898,"410 Davis Rd, Bedford, MA 01730, USA",Directed Patrol,Observed, Car3-Hunt conducted a directed patrol of the Davis School. 
2022000005635,05/27/2022 10:43,42.4898313,-71.2726771,"Blue Ribbon Plaza, 186 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Nothing Found, No dispatcher remarks listed. 
2022000005636,05/27/2022 10:47,42.4939899,-71.2762614,"48 Hillside Ave, Bedford, MA 01730, USA",Wires Down,Fire Incident - Closed FC," Received a call reporting a wire down at 48 Hillside Avenue. Car9-Lavine and Lad-1 dispatched. FD reports a cable  wire, the resident was notified via a response card. No further action needed at this time. "
2022000005637,05/27/2022 10:57,42.4902431,-71.2741501,"168 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2022000005638,05/27/2022 11:02,42.4869028,-71.2622709,"314 Great Rd, Bedford, MA 01730, USA",Disturbance,Report," Chief Fong received a report of a party into the DPW being abusive to an employee, the party has left the scene.  Car2 Maloney dispatched. See Officer Maloney's report. "
2022000005639,05/27/2022 12:01,42.5084241,-71.2499412,"US-3 South, Bedford, MA 01730, USA",MV Erratic Operator,Notification, Received a 911 wireless call reporting an erratic operator on Rte 3 South. Call transfered to SPD. 
2022000005640,05/27/2022 12:28,42.4887267,-71.2892073,"9 McMahon Rd, Bedford, MA 01730, USA",Fraud,Report, Received a call reporting fraud at 9 McMahon Rd. Car9 Lavine dispatched. See report. 
2022000005641,05/27/2022 12:57,42.490548,-71.2750781,"158 Great Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a call from a doctor's office in Cambridge reporting a medical at 158 The Great Rd. L1, M1, and Car2  Maloney dispatched. M1 transported to Emerson "
2022000005642,05/27/2022 13:56,42.4857652,-71.2774834,"120 South Rd, Bedford, MA 01730, USA",Notification,DPW Notified, Received an anonymous call reporting the traffic lights at Depot Park are flashing. DPW notified. 
2022000005643,05/27/2022 14:00,42.4972722,-71.27299,"142 Page Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC, Received a call from 142 
2022000005644,05/27/2022 14:04,42.4851486,-71.2601131,"346 Great Rd, Bedford, MA 01730, USA",MV Crash No Injury,Report, Received a call reporting a MVC w/out injury in the parking lot at 346 The Great Rd. Car2 Maloney and Car9 Lavine  dispatched. See Officer Lavine's report. 
2022000005645,05/27/2022 16:06,42.4883934,-71.2689036,"Great Rd & Orchard Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2022000005646,05/27/2022 16:12,42.4905454,-71.2715516,"200 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2022000005647,05/27/2022 16:19,42.4929114,-71.2564257,"Shawsheen Rd & Page Rd, Bedford, MA 01730, USA",Check Well Being,Assisting Party," Cell phone caller reports a female is at the pumping station on Shawsheen Road. She is carrying several bags, and  appears to be crying. Car5 Brickey dispatched. Officer Brickey gave this party a courtesy transport to the town of  Burlington. "
2022000005648,05/27/2022 16:33,42.4898313,-71.2726771,"Blue Ribbon Plaza, 186 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2022000005649,05/27/2022 16:47,42.5018766,-71.237769,"205 Burlington Rd, Bedford, MA 01730, USA",Check Building,Report," Received a call reporting a burglar alarm at 205 Burlington Rd., Rainbow Adult Day Care. Car9 Lavine and T-1 Sgt.  Weisenborn dispatched. Sgt. Weisenborn reports an open door. See report "
2022000005650,05/27/2022 17:22,42.4932709,-71.2829693,"MA-4 & Mudge Way, Bedford, MA 01730, USA",Property - Any L/F/R,Returned, Party into station with an item they found at the Mudge Way Playground. Car9 Lavine dispatched. Officer Lavine went  to this party's address to return the property. 
2022000005651,05/27/2022 17:30,42.5055706,-71.2335788,"30 Middlesex Turnpike, Bedford, MA 01730, USA",MV Stop,Citation Issued, 3WHN30 
2022000005652,05/27/2022 18:02,42.5082341,-71.3145743,"400 Carlisle Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2022000005653,05/27/2022 18:24,42.489782,-71.248396,"16 Page Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car5 Brickey reports a directed patrol at 16 
2022000005654,05/27/2022 20:22,42.4907945,-71.2900425,"4 Abbott Lane, Bedford, MA 01730, USA",Alarm Resident,Checked Area," Lexington Alarm reports a residential burglar alarm activation at 4 Abbott Lane, the Brickman residence. The alarm is  for the mudroom door to the garage. Car9 Lavine and T-1 Weisenborn dispatched. Received a call from the resident  reporting that his mother in law was at his home, and did not have the code. Officer Lavine checked the home, there  was no one there, and the home was secure. "
2022000005655,05/27/2022 21:09,42.5098942,-71.242688,"35 Crosby Dr, Bedford, MA 01730, USA",MV Stop,Report," Officer Lavine reports MV Stop with MA reg 1FZG13. The operator was issued a citation, see report. "
2022000005656,05/27/2022 21:12,42.5018766,-71.237769,"205 Burlington Rd, Bedford, MA 01730, USA",MV Stop,Citation Issued, VTDM68 
2022000005657,05/27/2022 21:29,42.501187,-71.2446617,"140 Old Burlington Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005658,05/27/2022 21:32,42.489782,-71.248396,"16 Page Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Officer Brickey reports a directed patrol check at 16 
2022000005659,05/27/2022 21:39,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005660,05/27/2022 23:18,42.4989181,-71.2484192,"100 Wilson Rd, Bedford, MA 01730, USA",Alarm Resident,Checked/Secured," Received a call from Simply Safe reporting a residential alarm at 100 Wilson Road, Watanasiri Residence. Zone  coming in as back door. Car11 Busa and Car2 Reid dispatched. Officers report the home is locked and secured.  MA/Reg.5TG935 parked in the drive way. "
2022000005661,05/27/2022 23:34,42.501187,-71.2446617,"140 Old Burlington Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005662,05/28/2022 00:14,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005663,05/28/2022 00:36,42.4945093,-71.2861449,"30 North Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005664,05/28/2022 01:00,42.4913232,-71.2853793,"9 Mudge Way, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005665,05/28/2022 01:13,42.4856669,-71.2642127,"297 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005666,05/28/2022 01:14,42.5082341,-71.3145743,"400 Carlisle Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005667,05/28/2022 01:21,42.4725262,-71.2756824,"400 South Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005668,05/28/2022 06:04,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area," Car11 Busa reports a check of the Shawsheen Cemetery, 1 Shawsheen Road. All in order. "
2022000005669,05/28/2022 07:02,42.5071189,-71.256157,"26 Mitchell Grant Way, Bedford, MA 01730, USA",Assist Fire Department,Fire Incident - Closed FC, Received a call requesting a lift assist at 26 Mitchell Grant Way. M1 and Car3 Piccirillo dispatched. M1 obtained a  patient refusal. 
2022000005670,05/28/2022 07:42,42.5082341,-71.3145743,"400 Carlisle Rd, Bedford, MA 01730, USA",Animal Call,Gone On Arrival," Party into station to request a check on a large snapping turtle nesting close to the road on Carlisle Rd. near the town  line. Car3 Piccirillo dispatched. Officer Piccirillo reports there is some disturbed dirt, the turtle has left, he will notifiy  the ACO. "
2022000005671,05/28/2022 07:59,42.4906994,-71.2744937,"152 Great Rd, Bedford, MA 01730, USA",Alarm Commercial,Checked/Secured," Received a call reporting a burglar alarm at 152 The Great Rd., Red Heat Tavern. Car2 Maloney and Car3 Piccirillo  dispatched. Officer Maloney reports fresh tire marks from a delivery truck, building is secure. "
2022000005672,05/28/2022 09:12,42.4915526,-71.2787874,"101 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2022000005673,05/28/2022 09:39,42.5154629,-71.2741037,"96 Sweetwater Ave, Bedford, MA 01730, USA",Notification,DPW Notified, Received a call reporting a leaking hydrant on the bike path from Fawn Lake to the VA. DPW notified by email. 
2022000005674,05/28/2022 10:31,42.4785879,-71.263464,"18 Wiggins Ave, Bedford, MA 01730, USA",Animal Call,Returned, Car2 Maloney reports a loose brown and white dog on the bike path between Wiggins Ave and Evergreen Ave. Sgt.  Abajian notified the ACO. Officer Maloney reports the dog has been reunited with it's owner at 30 Fayette 
2022000005675,05/28/2022 10:49,42.4857652,-71.2774834,"120 South Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005676,05/28/2022 10:49,42.4918612,-71.2789887,"Great Rd & Springs Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2022000005677,05/28/2022 11:16,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car3  Piccirllo reports a directed patrol at Shawsheen Cemetery. 
2022000005678,05/28/2022 11:44,42.4799018,-71.3142745,"398 Concord Rd, Bedford, MA 01730, USA",Selective Enforcement,Observed, Car3 Piccirillo reports speed enforcement for the last 40 mins. 
2022000005679,05/28/2022 11:48,42.4857208,-71.2962137,"192 Concord Rd, Bedford, MA 01730, USA",MV Stop,Warning - Written, No dispatcher remarks listed. 
2022000005680,05/28/2022 11:54,42.4850841,-71.3148659,"28 Bonair Ave, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a call reporting a medical at 28 Bonair Ave. L1, M1, and Car3 Piccirillo dispatched. M1 transported to  Lahey. "
2022000005681,05/28/2022 11:48,42.4902431,-71.2741501,"168 Great Rd, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Received a 911, wireless, hangup call from the area of Marshall's. On callback, caller reports accidental, no  emergency "
2022000005682,05/28/2022 11:48,42.5052055,-71.2873977,"4 Radcliffe Cir, Bedford, MA 01730, USA",911 - Hangup or Abandonded,Spoken To," Received a 911, wireless, hangup call from 4 Radcliffe Cir. On callback caller reports accidental, no emergency "
2022000005683,05/28/2022 12:23,42.4902431,-71.2741501,"168 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005684,05/28/2022 13:00,42.4923522,-71.2811568,"43 Great Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2022000005686,05/28/2022 16:34,42.5082341,-71.3145743,"400 Carlisle Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, 
2022000005687,05/28/2022 16:40,42.5160996,-71.2809177,"66 Sweetwater Ave, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005688,05/28/2022 16:45,42.4795855,-71.3149183,"400 Concord Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Observed, Car4 Sgt. Weisenborn reports monitoring the crosswalk on Concord Rd. at the bike path for the past 30 mins. No  violations. 
2022000005689,05/28/2022 17:28,42.4746035,-71.2694907,"Summer St & South Rd, Bedford, MA 01730, USA",Directed Patrol,Observed," Car2 Maloney reports a directed patrol, stop sign, since 1700. No violations. "
2022000005690,05/28/2022 18:19,42.4778568,-71.2670202,"Evergreen Ave, Bedford, MA 01730, USA",Suspicious MV or Pers,Observed, Received a call reporting a MV on Evergreen Ave without a plate on it. Car2 Maloney dispatched. Officer Maloney  reports the vehicle is locked up in good order and is not on the street. 
2022000005691,05/28/2022 18:33,42.485404,-71.3098898,"410 Davis Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005692,05/28/2022 18:23,42.4785995,-71.3175811,"27 Wheeler Dr, Bedford, MA 01730, USA",Check Well Being,Other," Lowell PD requests well being check on a party involved in a hit and run in Lowell operating MA reg 1MEN75. The  reg/own lives at 27 Wheeler Drive. Car11 Busa and Car2 Maloney dispatched. Officer Busa spoke with the resident,  who reports this male is her father. He is using her address as a mailing address and lives in Dracut. She was able to  give Officer Busa a cell phone number for her father. This information was relayed to Lowell PD. "
2022000005693,05/28/2022 18:36,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Sgt Weisenborn reports a directed patrol check at the Shawsheen Cemetery. 
2022000005694,05/28/2022 20:06,42.489782,-71.248396,"16 Page Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Officer Piccirillo reports a directed patrol check at 16 
2022000005695,05/28/2022 20:36,42.5108733,-71.2381866,"100 Thompson Farm, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005696,05/28/2022 21:25,42.5204825,-71.2859593,"3 Homestead Cir, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC, 911 call requesting ambulance for medical problem at 3 Homestead Circle. Car11 Busa dispatched. Bedford L-1 and  Medic-1 responding. Bedford Medic-1 transported to Lahey with a family member on board. 
2022000005697,05/28/2022 21:46,42.5160996,-71.2809177,"66 Sweetwater Ave, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005698,05/28/2022 21:54,42.5082341,-71.3145743,"400 Carlisle Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005699,05/28/2022 21:56,42.5223213,-71.2512902,"172 Middlesex Turnpike, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005700,05/28/2022 22:38,42.4942853,-71.2920166,"1201 Avalon Dr, Bedford, MA 01730, USA",Odor Gas/Oil/Other,Fire Incident - Closed FC," Received a 911 call from 1201 Avalon Drive reporting an odor of gas inside the home. Box 29 struck. Engine4,  Ladder1, Medic1, and Car3 Reid dispatched. Command reports they found an oven on in 1101. The Apartment was  ventilated. "
2022000005701,05/28/2022 23:31,42.5184413,-71.2854953,"379 North Rd, Bedford, MA 01730, USA",Field Observation,Observed," Car3 Reid reports a field observation at Zwickers, 379 North Road. MA/Reg. 6AC941 parked, unattended with a flat  tire in the parking lot. "
2022000005702,05/29/2022 00:11,42.5160996,-71.2809177,"66 Sweetwater Ave, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005703,05/29/2022 00:43,42.485008,-71.2576052,"1 Shawsheen Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area," Car11 Kennedy reports a directed patrol of the Shawsheen Cemetery, 1 Shawsheen Road. "
2022000005704,05/29/2022 00:50,42.5194289,-71.2479694,"1 Oak Park Dr, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005705,05/29/2022 01:06,42.4945093,-71.2861449,"30 North Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005706,05/29/2022 01:39,42.489782,-71.248396,"16 Page Rd, Bedford, MA 01730, USA",Directed Patrol,Checked Area, Car11 Kennedy reports a directed patrol of 16 
2022000005707,05/29/2022 01:44,42.5049001,-71.2758206,"204 Springs Rd, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," Received a wireless 911 call from 204 Springs Road requesting an ambulance for a medical. Ladder1, Medic1, and  Car3 Reid dispatched. VAPD notified and responding. Medic1 transported to Lahey. "
2022000005708,05/29/2022 10:13,42.5109131,-71.2803912,"24 Wildwood Dr, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC, 911 call from 24 Wildwood Drive requesting ambulance for medical problem. Car11 Busa dispatched. Bedford L-1  and Medic-1 responding. Medic-1 transported to Lahey. 
2022000005709,05/29/2022 10:26,42.5052178,-71.2698008,"100 Pride Way, Bedford, MA 01730, USA",Check Well Being,VA PD Notified, Received a 911 call from the elevator phone at 100 Pride Way. A person who identified himself as Mike related that  there was no emergency. I was unable to get any additional information. VAPD notified and will check the area. 
2022000005710,05/29/2022 10:58,42.4898313,-71.2726771,"Blue Ribbon Plaza, 186 Great Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005711,05/29/2022 11:05,42.5082341,-71.3145743,"400 Carlisle Rd, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
2022000005712,05/29/2022 11:48,42.5084241,-71.2499412,"US-3 North, Bedford, MA 01730, USA",Ambulance,Fire Incident - Closed FC," 911 call from a party in a MV on Route 3 Northbound requesting ambulance for medical problem. MA State Police  notified, and responding. Bedford L-1 and Burlington A-1 responding. Burlington A-1 transported the patient and 2  children to Lahey. "
2022000005713,05/29/2022 11:54,42.5206755,-71.2872884,"Chelmsford Rd & North Rd, Bedford, MA 01730, USA",MV Stop,Warning - Verbal, No dispatcher remarks listed. 
2022000005714,05/29/2022 12:26,42.4746035,-71.2694907,"Summer St & South Rd, Bedford, MA 01730, USA",MV Crash No Injury,Gone On Arrival, Received one cell phone call reporting a motor vehicle accident on South Road at Summer Street. Car2-Maloney and  Car11-Busa dispatched. The officer reported the the vehicles in question were gone upon arrival. 
2022000005715,05/29/2022 13:21,42.5052178,-71.2698008,"100 Pride Way, Bedford, MA 01730, USA",Check Well Being,VA PD Notified, Received a 911 call from the elevator phone at 100 Pride Way. VAPD notified to handle. 
2022000005716,05/29/2022 13:26,42.4913232,-71.2853793,"9 Mudge Way, Bedford, MA 01730, USA",Patrol Initiated Area Check,Checked Area, No dispatcher remarks listed. 
